type_repas,titre,url,image,auteur,difficulte,duree,regime,likes,prep_time,cook_time,total_time,cuisson_type,contraintes,rating,votes,portions,ingredients
salades,Taboulé tomate feta,https://www.cuisine-libre.org/taboule-tomate-feta,https://www.cuisine-libre.org/local/cache-gd2/f1/03eb3af3168091dcc4ab4fa863592b.jpg?1644794340,,Facile !,Durée totale :1 h 25,Végétarien,2,15 min,10 min,PT1H25M,,"Sans viande, Sans œuf",5.00,2,6,"300 g de semoule de couscous | 250 g de tomates cerises multicolores | 200 g de feta | 2 oignons nouveaux | 1 petit bouquet d’herbes fraîches (persil, menthe, coriandre) | 1 citron | huile d’olive | sel et poivre"
salades,Salade Maria,https://www.cuisine-libre.org/salade-maria,https://www.cuisine-libre.org/local/cache-gd2/41/11c3f185002ddf4bff8fb55b2ebea0.jpg?1644794708,Ja6,,,Végétalien (vegan),,?,,,,"Sans viande, Sans œuf, Sans lactose",,,5,150 g de champignons de Paris | 1 betterave rouge cuite | 150 g de haricots verts | 1 échalotes | 2 cuillères à café de moutarde de Dijon | 1 c. à soupe de vinaigre | 2 c. à soupe d’huile de tournesol | Sel & Poivre
salades,Salade de lentilles aux betteraves,https://www.cuisine-libre.org/salade-de-lentilles-aux-betteraves,https://www.cuisine-libre.org/local/cache-gd2/ac/51d64668ba55c616f555a3e4c7a80c.jpg?1644797706,Le Goût des Plantes,,,Végétarien,,?,,,Bouilli,"Sans viande, Sans lactose, Sans gluten",,,2,"150 g de lentilles | 2 grosses betteraves | 2 œufs | 1 oignon | quelques feuilles de salade verte | huile de noix | vinaigre balsamique | grains de sésame | romarin, thym, sel, poivre"
salades,Salade de poulet à la coriandre,https://www.cuisine-libre.org/salade-de-poulet-a-la-coriandre,https://www.cuisine-libre.org/local/cache-gd2/c0/3eb4c9e4844b24f2a060fca17b3648.jpg?1644795464,Romy,,Durée totale :40 min,Non végétarien,67,20 min,20 min,PT40M,Bouilli,"Sans œuf, Sans lactose, Sans gluten",4.15,67,4,4 blancs de poulet | 2 c.café de cumin | 1 citron pressé | 1 citron confit | 24 amandes entières émondées | 1 bouquet de coriandre fraîche | 4 c.soupe d’huile d’olive vierge
salades,Salade bleue à la moutarde et au fenouil,https://www.cuisine-libre.org/salade-bleue-a-la-moutarde-et-au-fenouil,https://www.cuisine-libre.org/local/cache-gd2/0d/4d6f4d8aadefe413f091787e2f49ee.jpg?1644801316,,,,Végétalien (vegan),,?,,,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,,1 kg de pommes de terre bleues (Salad Blue[*]) | 1 tasse de pluches de fenouil | 2 tasses de fleurs de moutarde piquantes | 1 gousse d’ail dégermée émincée | 4 c. à soupe d’huile d’olive extra vierge | poivre noir du moulin | fleur de sel
salades,Salade de blé aux deux olives,https://www.cuisine-libre.org/salade-de-ble-aux-deux-olives,https://www.cuisine-libre.org/local/cache-gd2/04/a8becd1b1e6f76ad3a35e0dfea9b6c.jpg?1644794339,mike,,Durée totale :40 min,Végétalien (vegan),,20 min,20 min,PT40M,Bouilli,"Sans viande, Sans œuf, Sans lactose",,,6,"240 g de blé précuit | 0,7 L d’eau | 1/2 concombre | 12 tomates confites | 10 olives vertes dénoyautées | 10 olives noires dénoyautées | 1/4 botte de persil plat | 2 échalotes | 1 citron pressé | 4 c à s d’huile d’olive | sel et poivre"
salades,Salade de flageolets à l’échalote,https://www.cuisine-libre.org/salade-de-flageolets-a-l-echalote,https://www.cuisine-libre.org/local/cache-gd2/ed/e6d706239d27b725728b6facdc3897.jpg?1644794950,Romy,Facile !,Durée totale :10 min,Végétalien (vegan),4,10 min,,PT10M,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,4,2,"400 g de flageolets cuits au naturel (en conserve) | 1 échalote rose | 1 c. à soupe de vinaigre de vin à l’échalote | 1 c. à soupe d’huile d’olive | 1 c. à café de moutarde | sel, poivre"
salades,Taboulé de quinoa à la citronnelle et lait de  (...),https://www.cuisine-libre.org/taboule-quinoa-citronnelle-coco,https://www.cuisine-libre.org/local/cache-gd2/fa/5caebaecc08b3586c4682441d37664.jpg?1644795464,,,Durée totale :45 min,Végétalien (vegan),1,15 min,15 min,PT45M,Bouilli,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,1,4,1 tasse de quinoa | 1 tige de citronnelle (quelques centimètres du bas) | 1 piment vert | menthe fraîche | coriandre fraîche | quelques c. à soupe de lait de coco | 1 citron vert pressé | arachides grillées hachées
salades,Salade russe de Malmedy,https://www.cuisine-libre.org/salade-russe-de-malmedy,https://www.cuisine-libre.org/local/cache-gd2/8e/a431d5736f285b67a871b723143629.jpg?1644794335,,,Durée totale :1 j,Non végétarien,,40 min,20 min,PT1D1H,Bouilli,"Sans viande, Sans lactose, Sans gluten",,,6,1 kg de pommes de terre | 1 céleri rave | 500 g env. de betteraves rouges cuites dans leur jus | 1 ou 2 pommes Jonagold | 6 œufs durs | 6 harengs bien fermes | 3 beaux oignons | 1 tasse d’huile | 1 verre de petits oignons blancs au vinaigre | 1 verre de cornichons moyens au vinaigre | mayonnaise | quelques cerneaux de noix (facultatif)
salades,Salade de pommes de terre au trèfle,https://www.cuisine-libre.org/salade-de-pommes-de-terre-au-trefle,https://www.cuisine-libre.org/local/cache-gd2/4f/af151bcd71c3cdd5771a824b0a185c.jpg?1644794229,Fleur de ciboulette,,,Non végétarien,1,?,,,,"Sans œuf, Sans gluten",5.00,1,4,"2 tasses (500 ml) de jeunes feuilles de trèfle | 2 tasses (500 ml) de pommes de terre cuites | 1 poignée de champignons frais | 1 pied de céleri cru | 4 tranches de lard | sel, poivre | 2 c. à soupe d’huile d’olive | 2 c. à soupe de vinaigre de vin | parmesan râpé"
salades,Salade de haricots tarbais aux crevettes (...),https://www.cuisine-libre.org/salade-de-haricots-tarbais-aux-crevettes,https://www.cuisine-libre.org/local/cache-gd2/90/28215e98d844cb97b3d0dc41d0120d.jpg?1644794347,"Anne Lataillade, Haricot Tarbais",,Durée totale :10 min,Non végétarien,,10 min,,PT10M,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,2,300 g de haricots tarbais cuits au naturel | 8 grosses crevettes roses cuites | 2 càs de vinaigre balsamique | 2 càs d’huile d’olive | 1 pincée de sel | 1 pincée de poivre | 2 càs de persil ciselé
salades,Salade romaine,https://www.cuisine-libre.org/salade-romaine,https://www.cuisine-libre.org/local/cache-gd2/ec/f831d8371d2cc82676f2cb01e93787.jpg?1644797254,Ja6,,,Non végétarien,1,?,,,Crudité,Sans œuf,5.00,1,4,150 g de jambon de Parme | 1 melon jaune | 2 tomates | 1 salade romaine | 100 g de mozzarella | 2 c. à soupe d’huile d’olive | 1 pincée d’origan | 1 c. à soupe de vinaigre | Sel & Poivre
salades,Taboulé aux moules,https://www.cuisine-libre.org/taboule-aux-moules,https://www.cuisine-libre.org/local/cache-gd2/8a/6f83251a4eed9fa59e8c60d848a089.jpg?1644794880,sevy,,Durée totale :2 h 45,Non végétarien,5,30 min,15 min,PT2H45M,,"Sans viande, Sans œuf, Sans lactose",5.00,5,6,1 kg de moules fraîches | 200 g de semoule | 1 gros oignon | 1 petit poivron rouge | 1 petit poivron vert | 1 citron pressé | 1 bon verre de vin blanc sec | 12 feuilles de menthe fraîche (sinon un sachet pour infusion) | 3 c.s huile olive | bouquet garni
salades,Lentilles corail à la ciboulette,https://www.cuisine-libre.org/salade-de-lentilles-corail-a-la-ciboulette,https://www.cuisine-libre.org/local/cache-gd2/1d/4642177aaf0274c3cbfb99fd8176c5.jpg?1644794338,Romy,,Durée totale :30 min,Végétalien (vegan),15,10 min,20 min,PT30M,Bouilli,"Sans viande, Sans œuf, Sans lactose, Sans gluten",4.27,15,4,250 g de lentilles corail | 1 botte de ciboulette | 4 cuil. à soupe de vinaigre de Xérès | 8 cuil. à soupe d’huile d’olive vierge | sel et poivre noir
salades,Salade aux deux quinoa,https://www.cuisine-libre.org/salade-aux-deux-quinoa,https://www.cuisine-libre.org/local/cache-gd2/10/9fd6244bedd94c4cddd3f42a46069e.jpg?1644797444,,,Durée totale :25 min,Végétarien,,10 min,15 min,PT25M,Bouilli,"Sans viande, Sans œuf, Sans lactose",,,4,"50 g de quinoa rouge cru | 50 g de quinoa blond cru | 150 g d’eau | sel, poivre | 1 bouquet de coriandre | graines de tournesol | ¼ de chou rouge | Pour la sauce : | vinaigre de cidre | huile d’olive | moutarde | 1 c. à café de poudre de curry | sel, poivre"
salades,Salade de pommes de terre aux haricots verts,https://www.cuisine-libre.org/salade-de-pommes-de-terre-aux-haricots-verts,https://www.cuisine-libre.org/local/cache-gd2/76/a592e73c737a7777c955250126fb48.jpg?1644794313,Romy,Facile !,Durée totale :10 min,Végétalien (vegan),80,10 min,,PT10M,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",4.98,80,1,200 g de pommes de terre cuites | 100 g de haricots verts cuits | 1 échalote | 3 c. à soupe de vinaigre de vin | 1 c. à soupe d’huile | sel et poivre
salades,Salade de farro au chou,https://www.cuisine-libre.org/salade-de-farro-au-chou,https://www.cuisine-libre.org/local/cache-gd2/e9/c729d8b2c20e2f1ae7ecef9bd98fdf.jpg?1644794338,,,Durée totale :30 min,Végétalien (vegan),,15 min,,PT30M,,"Sans viande, Sans œuf, Sans lactose",,,4,"2½ tasses de chou râpé (rouge ou blanc) | 2 tasses de farro cuit | 3 oignons verts, tranchés | ½ tasse de persil frais haché | Vinaigrette | 3 c. à soupe de jus d’orange | 1½ c. à soupe d’huile d’olive extra vierge | 1 gousse d’ail émincée | ¼ c. à café de flocons de piment rouge | ½ c. à café de cumin | ½ c. à café de poudre de chili | ¼ c. à café de curcuma"
salades,Salade de quinoa aux fèves,https://www.cuisine-libre.org/salade-de-quinoa-aux-feves,https://www.cuisine-libre.org/local/cache-gd2/1a/4da264a298177815c4582130320690.jpg?1644795522,Paniers d’Erquy,,Durée totale :30 min,Végétarien,,15 min,15 min,PT30M,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,,"quinoa blanc et rouge | fèves | concombre | oignon fane | noisettes concassées | menthe, persil, ciboulette | huile d’olive | jus de citron | sel, poivre"
salades,Salade de pâtes aux légumes,https://www.cuisine-libre.org/salade-de-pates-aux-legumes,https://www.cuisine-libre.org/local/cache-gd2/2f/27130cebeedfe5ee7085b4946a5cc5.jpg?1644796822,Pastafari,Facile !,Durée totale :35 min,Végétarien,2,5 min,10 min,PT35M,Bouilli,"Sans viande, Sans œuf",5.00,2,4,"330 g de pâtes fusilli tricolores aux légumes | 330 g de concombre | 3 tomates | 140 g de maïs doux en grains | 110 g de gouda, comté, emmental ou gruyère suisse… | huile, vinaigre | sel, poivre"
salades,Salade de quinoa aux agrumes,https://www.cuisine-libre.org/salade-de-quinoa-aux-agrumes,https://www.cuisine-libre.org/local/cache-gd2/4c/22e292933dd9c72e9b2356ca2fe434.jpg?1644794444,muchoco,,Durée totale :35 min,Végétalien (vegan),16,20 min,15 min,PT35M,Bouilli,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,16,6,1 tasse de quinoa | 2 tasses d’eau | 1 tasse de concombre en dés | 3 abricots secs | ½ tasse de quartiers de mandarines (fraîches ou en conserve) | ¼ tasse de graines de tournesol | 2 oignons verts | 2 c. soupe de coriandre fraîche | 1 c. café de zeste de citron | 3 c. soupe de jus de citron | 1 c. soupe d’huile de sésame | 1 c. café de sucre | ¼ c. café de cumin moulu | ¼ c. café de coriandre moulue
salades,Salade de pommes de terres au citron confit,https://www.cuisine-libre.org/salade-de-pommes-de-terres-au-citron-confit,https://www.cuisine-libre.org/local/cache-gd2/37/128cffe532168dbf2bc319e63abadb.jpg?1644798739,Chamsaya,,Durée totale :40 min,Végétalien (vegan),18,15 min,25 min,PT40M,Vapeur,"Sans viande, Sans œuf, Sans lactose",5.00,18,4,500 g de pommes de terre à chair ferme | quelques olives vertes | quelques olives noires | coriandre fraîche | 1/2 citron confit | 1 cas de jus de citron | 1 cc à café de cumin en grains ou en poudre | 1/4 piment d’Espelette finement haché | 2 cas d’huile d’olive | sel
salades,Salade au lard ardennaise,https://www.cuisine-libre.org/salade-au-lard-ardennaise,https://www.cuisine-libre.org/local/cache-gd2/ae/1d0729426f53f24268faaf36f44afa.jpg?1644794333,,,Durée totale :45 min,Non végétarien,5,15 min,30 min,PT45M,Sauté,"Sans œuf, Sans lactose, Sans gluten",5.00,5,5,2 kg de pommes de terre Charlotte | 500 g de lard maigre | 150 g de lard gras | 1 belle salade frisée ou pissenlits | 10 cl de vinaigre de vin environ (suivant les goûts)
salades,"Salade de quinoa, canneberges et nectarines au  (...)",https://www.cuisine-libre.org/salade-de-quinoa-canneberges-et-nectarines-au-poulet-roti,https://www.cuisine-libre.org/local/cache-gd2/f7/0965a89ac0400fe5bb34096adf7d7a.jpg?1644794884,SamA.,,Durée totale :30 min,Non végétarien,1,10 min,20 min,PT30M,Four,"Sans œuf, Sans gluten",5.00,1,6,"1 kg de poitrine de poulet ou de dinde, désossée et sans peau | 1 c. soupe huile d’olive | 1 gousse d’ail pelé et émincé | sel, poivre | Pour la salade | 1 tasse de quinoa cru rincé | 2 nectarines dénoyautées et coupées en dés | ⅓ tasse de canneberges séchées | ⅓ tasse de noix de pécan concassées | 2 à 4 c. soupe d’herbes fraîches hachées : persil, basilic, menthe | 2 c. soupe d’huile d’olive | 4 c. soupe de vinaigre de vin rouge | sel, poivre | Pour servir | 100 g de fromage de chèvre émietté"
salades,Salade de lapin du Sichuan,https://www.cuisine-libre.org/salade-de-lapin-du-sichuan,https://www.cuisine-libre.org/local/cache-gd2/ff/d7f3374b7037cb67e3bd0085991a6f.jpg?1706405215,,,,Non végétarien,14,?,,,Sauté,"Sans œuf, Sans lactose",5.00,14,,"5 cm de gingembre | 2 ciboule chinoisesou oignons jeunes | 450 g de lapin (ou de blanc de poulet) | 2 à 3 tasses (160 ml) d’arachides | 1 c. soupe de haricots noirs fermentés | 2 c. soupe d’huile d’arachide | 2,5 c. soupe dechili bean paste | 2 c. café de sauce soya légère | 1/4 c. soupe de sucre | 1 c. café d’huile de sésame | 3 c. soupe d’huile pimentée"
salades,Tartare aux épices et aux herbes,https://www.cuisine-libre.org/tartare-aux-epices-et-aux-herbes,https://www.cuisine-libre.org/local/cache-gd2/09/cb65105a16dc079fd9e7dd3fe3b4dc.jpg?1644794255,Ja6,,,Non végétarien,,?,,,Crudité,Sans œuf,,,5,"700 g de bœuf maigre haché, très froid | 1 cuillère à soupe de moutarde douce | 2 cuillères à soupe de jus de citron | 2 cuillères à soupe de crème fraîche épaisse | 2 cuillères à soupe d’huile d’olive | 6 cuillères à soupe de persil plat - ciselé | 1 cuillère à soupe de basilic ciselé | 2 cuillères à soupe de ciboulette - ciselée | 2 cuillères à café de fine champagne ou Cognac | 1/3 cuillère à café de cumin - en poudre | 1/3 cuillère à café de Cayenne - en poudre | 1/2 cuillère à café de poivre noir - moulu | 1/3 cuillère à café de sel fin"
salades,Salade fraîcheur de surimi au maïs,https://www.cuisine-libre.org/salade-fraicheur-de-surimi-au-mais,https://www.cuisine-libre.org/local/cache-gd2/13/d78b7e8326312bab430cb252b36171.jpg?1644799175,Mouchette,Facile !,Durée totale :10 min,Non végétarien,2,10 min,,PT10M,,"Sans viande, Sans gluten",5.00,2,4,"10 à 20 bâtons de surimi (150 à 300 g) | 1 boîte de maïs de 150 g | 1 pomme verte | 3 tomates | 1 oignon blanc | 1 gousse d’ail | 2 c. soupe de mayonnaise (ou de yaourt nature) | 1 c. café de curry | 1 c. soupe de ketchup (ou 1 c.café de concentré de tomate) | sel, poivre | 4 feuilles de basilic frais"
salades,"Salade de carottes aux pommes, feta et graines (...)",https://www.cuisine-libre.org/salade-carottes-pommes-feta-graines-courge,https://www.cuisine-libre.org/local/cache-gd2/39/3b2112bd282ec5b2ca90a5b8c3e131.jpg?1644857986,SissiDB,,Durée totale :20 min,Végétarien,,20 min,,PT20M,,"Sans viande, Sans œuf",,,4,"4 carottes de taille moyenne râpées en grosses lamelles (1 par personne) | 2 pommes coupées en lamelles (1/2 pomme par personne) | 1 grosse poignée de mâche par personne (environ 150 g pour 4 personnes) | 200 g de feta (environ 50 g par personne) | 1 grosse poignée de graines de courges | huile de tournesol | Pour la sauce : | 3 c. à soupe d’huile d’olive | 1 c. à soupe de vinaigre de cidre | sel, poivre"
salades,Salade piémontaise,https://www.cuisine-libre.org/salade-piemontaise,https://www.cuisine-libre.org/local/cache-gd2/9e/a58f756d4383c7d06c18357683a623.jpg?1644794502,Ja6,,Durée totale :1 h 50,Non végétarien,1,20 min,30 min,PT1H50M,Bouilli,"Sans viande, Sans gluten",5.00,1,5,6 belles pommes de terre | 4 œufs durs | 3 tomates | 2 pommes | 3 cornichons | 100 g d’emmenthal coupé en cubes | 1 bol de mayonnaise
salades,Salade masquée de mardi gras,https://www.cuisine-libre.org/salade-masquee-de-mardi-gras,https://www.cuisine-libre.org/local/cache-gd2/f8/e00043d5650224ce29f890247d098f.jpg?1644794293,Signe-Déco,,Durée totale :30 min,Non végétarien,,30 min,,PT30M,,Sans œuf,,,2,400 g de foies de volaille | 1 tomate | 1 sachet de mâche | 3 échalotes | 2 crêpes légèrement sucrées | 4 c. soupe d’huile | 2 c. soupe de vinaigre balsamique | ½ c. café de quatre-épices | sel et poivre
salades,Salade de riz,https://www.cuisine-libre.org/salade-de-riz,https://www.cuisine-libre.org/local/cache-gd2/0f/23841e7d795f050acb35337099db10.jpg?1644794340,Mouchette,Facile !,Durée totale :15 min,Non végétarien,3,15 min,,PT15M,,"Sans viande, Sans lactose, Sans gluten",5.00,3,4,"500 g de riz blanc cuit | 200 g de thon au naturel | 2 tomates | 2 c. soupe d’olives dénoyautées | 2 œufs durs | 300 g de maïs doux | quelques oignons nouveaux | huile | vinaigre de xérès | sel, poivre"
salades,Salade de lentilles au magret fumé,https://www.cuisine-libre.org/salade-de-lentilles-au-magret,https://www.cuisine-libre.org/local/cache-gd2/b7/46e341ebd0f10053beed84f1fb33ba.jpg?1644794513,Romy,,Durée totale :1 h,Non végétarien,14,10 min,20 min,PT1H,Bouilli,"Sans œuf, Sans lactose, Sans gluten",5.00,14,4,"250 g de lentilles vertes du Puy | 100 g de magret fumé séché | 1 branche de thym | 1 feuille de laurier | 2 échalotes | 2 c. à soupe d’huile de noix | 2 c. à soupe de vinaigre de Xérès | 1 c. à soupe de persil haché | sel, poivre"
salades,Steak tartare,https://www.cuisine-libre.org/steak-tartare,https://www.cuisine-libre.org/local/cache-gd2/2d/921d702f28f1cab2af513ccf1ba83a.jpg?1644794256,Yves Huot-Marchand,,Durée totale :10 min,Non végétarien,,10 min,,PT10M,Crudité,"Sans lactose, Sans gluten",,,4,600 g de bifteck haché extra-frais | 1 c. à soupe de moutarde forte | 4 c. à soupe d’huile d’olive | 1 c. à café de Worcestershire sauce | 100 g de câpres | 4 petits oignons | 4 œufs extra-frais | 2 c. à soupe de persil plat ciselé | 2 c. à soupe de ciboulette ciselée | ketchup | sel et poivre noir au moulin
